10000
id_1 x_86185 y_68006
id_2130 x_40448 y_68942
id_2131 x_34187 y_19031
id_2132 x_95995 y_73278
id_2133 x_86559 y_35379
id_2134 x_34043 y_99594
id_2135 x_40865 y_15386
id_2136 x_84847 y_29371
id_2137 x_13013 y_25603
id_2138 x_37930 y_26331
id_2139 x_89960 y_75779
id_2140 x_38747 y_28794
id_2141 x_84615 y_13155
id_2142 x_97972 y_51645
id_2143 x_91453 y_79450
id_2144 x_86070 y_10
id_2145 x_46403 y_3012
id_2146 x_29701 y_50739
id_2147 x_15040 y_91660
id_2148 x_48451 y_14955
id_2149 x_81606 y_37932
id_2150 x_70501 y_55128
id_2151 x_88054 y_47790
id_2152 x_44048 y_93567
id_2153 x_77106 y_56255
id_2154 x_17653 y_15691
id_2155 x_26215 y_99009
id_2156 x_97167 y_41078
id_2157 x_20353 y_67726
id_2158 x_99470 y_8060
id_2159 x_720 y_88658
id_2160 x_13994 y_93477
id_2161 x_43746 y_28987
id_2162 x_51831 y_68247
id_2163 x_70167 y_53504
id_2164 x_9227 y_71513
id_2165 x_57495 y_25364
id_2166 x_97339 y_71380
id_2167 x_30858 y_68986
id_2168 x_93347 y_68651
id_2169 x_36983 y_90612
id_2170 x_49402 y_91463
id_2171 x_63979 y_82603
id_2172 x_55309 y_23351
id_2173 x_55647 y_21236
id_2174 x_88481 y_5033
id_2175 x_83174 y_4589
id_2176 x_416 y_51074
id_2177 x_79375 y_67045
id_2178 x_82774 y_26607
id_2179 x_11035 y_50002
id_2180 x_28140 y_36400
id_2181 x_63464 y_4571
id_2182 x_50617 y_88823
id_2183 x_38018 y_51380
id_2184 x_59656 y_10653
id_2185 x_18128 y_24995
id_2186 x_86844 y_5143
id_2187 x_42303 y_86103
id_2188 x_49855 y_65419
id_2189 x_33585 y_93225
id_2190 x_389 y_78032
id_2191 x_74115 y_87595
id_2192 x_43598 y_77348
id_2193 x_80741 y_59759
id_2194 x_35395 y_40486
id_2195 x_33017 y_34509
id_2196 x_60986 y_44632
id_2197 x_28472 y_31983
id_2198 x_73076 y_43806
id_2199 x_91692 y_37044
id_2200 x_21403 y_60553
id_2201 x_43539 y_36534
id_2202 x_36632 y_29515
id_2203 x_44741 y_64520
id_2204 x_41096 y_74487
id_2205 x_64136 y_29379
id_2206 x_46448 y_48299
id_2207 x_85988 y_83366
id_2208 x_64070 y_15754
id_2209 x_63096 y_35244
id_2210 x_97860 y_13860
id_2211 x_42833 y_99652
id_2212 x_11050 y_80704
id_2213 x_41761 y_23034
id_2214 x_58763 y_4592
id_2215 x_21157 y_25309
id_2216 x_56280 y_8444
id_2217 x_20549 y_48886
id_2218 x_9295 y_50944
id_2219 x_39289 y_12178
id_2220 x_66933 y_95568
id_2221 x_17209 y_23501
id_2222 x_70904 y_71376
id_2223 x_54568 y_23024
id_2224 x_64880 y_25313
id_2225 x_28805 y_85383
id_2226 x_97025 y_44801
id_2227 x_10991 y_33669
id_2228 x_95603 y_11502
id_2229 x_58424 y_86638
id_2230 x_22658 y_32392
id_2231 x_61489 y_85366
id_2232 x_14005 y_82692
id_2233 x_52638 y_22964
id_2234 x_95107 y_86655
id_2235 x_43328 y_31567
id_2236 x_21886 y_56895
id_2237 x_40723 y_64484
id_2238 x_33132 y_10649
id_2239 x_10160 y_48224
id_2240 x_16850 y_82274
id_2241 x_91669 y_69048
id_2242 x_86804 y_55261
id_2243 x_49228 y_1762
id_2244 x_37413 y_44206
id_2245 x_29974 y_84661
id_2246 x_95310 y_67399
id_2247 x_37264 y_93859
id_2248 x_14070 y_64094
id_2249 x_76252 y_72656
id_2250 x_64969 y_27022
id_2251 x_13563 y_27189
id_2252 x_61095 y_40327
id_2253 x_3673 y_8283
id_2254 x_14757 y_35879
id_2255 x_73782 y_61253
id_2256 x_68831 y_6775
id_2257 x_26235 y_40324
id_2258 x_61558 y_45858
id_2259 x_12954 y_52443
id_2260 x_81244 y_9210
id_2261 x_59904 y_16391
id_2262 x_42456 y_39824
id_2263 x_71244 y_97487
id_2264 x_68497 y_25042
id_2265 x_22620 y_5548
id_2266 x_96293 y_2853
id_2267 x_60966 y_24404
id_2268 x_29325 y_76766
id_2269 x_64196 y_74891
id_2270 x_51789 y_46737
id_2271 x_78364 y_121
id_2272 x_82955 y_14501
id_2273 x_42115 y_1730
id_2274 x_94466 y_75660
id_2275 x_28689 y_48883
id_2276 x_35360 y_68024
id_2277 x_84261 y_28016
id_2278 x_9659 y_5932
id_2279 x_18072 y_600
id_2280 x_29590 y_93680
id_2281 x_4569 y_88649
id_2282 x_23874 y_77674
id_2283 x_90717 y_13279
id_2284 x_14966 y_66561
id_2285 x_62638 y_70306
id_2286 x_91750 y_21340
id_2287 x_14933 y_38667
id_2288 x_94889 y_93344
id_2289 x_83305 y_82442
id_2290 x_907 y_66971
id_2291 x_46509 y_25258
id_2292 x_38033 y_46189
id_2293 x_77208 y_47091
id_2294 x_91932 y_9076
id_2295 x_22959 y_77798
id_2296 x_62693 y_43065
id_2297 x_28339 y_39109
id_2298 x_15770 y_65014
id_2299 x_67147 y_17436
id_2300 x_29045 y_24919
id_2301 x_39619 y_33508
id_2302 x_75801 y_89785
id_2303 x_3808 y_11650
id_2304 x_99089 y_5066
id_2305 x_52496 y_41518
id_2306 x_26842 y_35117
id_2307 x_17483 y_68096
id_2308 x_49042 y_91183
id_2309 x_81590 y_42014
id_2310 x_28367 y_65733
id_2311 x_5379 y_11525
id_2312 x_43940 y_5326
id_2313 x_30404 y_39946
id_2314 x_74186 y_70689
id_2315 x_3676 y_87899
id_2316 x_9222 y_52321
id_2317 x_79103 y_8430
id_2318 x_45873 y_32686
id_2319 x_90791 y_64850
id_2320 x_59057 y_11955
id_2321 x_60394 y_96117
id_2322 x_62187 y_43229
id_2323 x_96119 y_22629
id_2324 x_66181 y_55337
id_2325 x_64502 y_6496
id_2326 x_21765 y_76538
id_2327 x_67760 y_54672
id_2328 x_83011 y_10828
id_2329 x_39281 y_80768
id_2330 x_61346 y_60093
id_2331 x_77758 y_21941
id_2332 x_48798 y_29923
id_2333 x_76460 y_40933
id_2334 x_76795 y_4710
id_2335 x_68358 y_30166
id_2336 x_42588 y_28490
id_2337 x_37 y_74724
id_2338 x_79196 y_82029
id_2339 x_67801 y_24134
id_2340 x_66758 y_3740
id_2341 x_97856 y_69038
id_2342 x_83267 y_62319
id_2343 x_29172 y_18168
id_2344 x_70884 y_52328
id_2345 x_62356 y_23494
id_2346 x_50377 y_50474
id_2347 x_70819 y_6933
id_2348 x_50717 y_39974
id_2349 x_31533 y_775
id_2350 x_33425 y_83107
id_2351 x_21849 y_25711
id_2352 x_82033 y_97998
id_2353 x_46110 y_95373
id_2354 x_95839 y_74617
id_2355 x_1234 y_54288
id_2356 x_74105 y_47151
id_2357 x_63947 y_27399
id_2358 x_1978 y_25136
id_2359 x_84026 y_83586
id_2360 x_52590 y_74136
id_2361 x_97693 y_93076
id_2362 x_1187 y_28228
id_2363 x_33202 y_89191
id_2364 x_6573 y_11221
id_2365 x_66708 y_28584
id_2366 x_52774 y_41251
id_2367 x_662 y_80912
id_2368 x_59544 y_94314
id_2369 x_79259 y_68868
id_2370 x_64178 y_6254
id_2371 x_25883 y_22508
id_2372 x_49078 y_99908
id_2373 x_86016 y_8071
id_2374 x_39600 y_34310
id_2375 x_85754 y_40732
id_2376 x_24970 y_86278
id_2377 x_70851 y_93225
id_2378 x_61342 y_91178
id_2379 x_74106 y_67824
id_2380 x_609 y_89322
id_2381 x_69977 y_7834
id_2382 x_51141 y_47173
id_2383 x_14444 y_86607
id_2384 x_17334 y_48442
id_2385 x_35414 y_27005
id_2386 x_83754 y_79147
id_2387 x_34416 y_72306
id_2388 x_6559 y_62841
id_2389 x_83822 y_50754
id_2390 x_50060 y_37464
id_2391 x_55513 y_50248
id_2392 x_59423 y_3652
id_2393 x_96706 y_47132
id_2394 x_91945 y_15862
id_2395 x_76526 y_13581
id_2396 x_38727 y_32256
id_2397 x_63006 y_61816
id_2398 x_56237 y_87094
id_2399 x_54279 y_70143
id_2400 x_92929 y_215
id_2401 x_80097 y_75799
id_2402 x_39954 y_92235
id_2403 x_10144 y_12631
id_2404 x_56967 y_31181
id_2405 x_54205 y_17821
id_2406 x_24136 y_96552
id_2407 x_15867 y_31211
id_2408 x_49664 y_10192
id_2409 x_66259 y_63188
id_2410 x_18517 y_49817
id_2411 x_37201 y_12699
id_2412 x_2484 y_30732
id_2413 x_94200 y_75609
id_2414 x_64317 y_13963
id_2415 x_38885 y_95471
id_2416 x_79421 y_74957
id_2417 x_7746 y_73702
id_2418 x_67401 y_45977
id_2419 x_79464 y_74219
id_2420 x_72755 y_27467
id_2421 x_76652 y_28800
id_2422 x_59090 y_48903
id_2423 x_49481 y_73723
id_2424 x_84475 y_48024
id_2425 x_58461 y_25712
id_2426 x_6875 y_28865
id_2427 x_31546 y_35752
id_2428 x_28105 y_53598
id_2429 x_56770 y_43054
id_2430 x_22307 y_20992
id_2431 x_85799 y_88248
id_2432 x_10722 y_85139
id_2433 x_66026 y_34827
id_2434 x_38326 y_72129
id_2435 x_89298 y_90943
id_2436 x_79916 y_59461
id_2437 x_43866 y_19841
id_2438 x_53296 y_93244
id_2439 x_82816 y_76519
id_2440 x_45463 y_31632
id_2441 x_77024 y_10668
id_2442 x_64011 y_19399
id_2443 x_3600 y_31495
id_2444 x_10480 y_18256
id_2445 x_31803 y_38729
id_2446 x_34935 y_40189
id_2447 x_7576 y_85933
id_2448 x_71821 y_57043
id_2449 x_5149 y_57172
id_2450 x_75951 y_88539
id_2451 x_9537 y_6154
id_2452 x_74489 y_3054
id_2453 x_17331 y_28189
id_2454 x_25868 y_749
id_2455 x_94815 y_9556
id_2456 x_29811 y_87010
id_2457 x_12237 y_26393
id_2458 x_63969 y_85665
id_2459 x_80967 y_45715
id_2460 x_32170 y_86066
id_2461 x_56320 y_14915
id_2462 x_96857 y_65895
id_2463 x_32973 y_12883
id_2464 x_34034 y_82421
id_2465 x_52189 y_75841
id_2466 x_92864 y_78926
id_2467 x_60481 y_4037
id_2468 x_64059 y_10180
id_2469 x_7876 y_1658
id_2470 x_61286 y_51061
id_2471 x_50599 y_1615
id_2472 x_98031 y_15832
id_2473 x_27787 y_79316
id_2474 x_98727 y_82051
id_2475 x_14754 y_65080
id_2476 x_17413 y_82761
id_2477 x_16352 y_23576
id_2478 x_49789 y_3320
id_2479 x_53144 y_80452
id_2480 x_15259 y_95154
id_2481 x_10397 y_41269
id_2482 x_54400 y_97666
id_2483 x_65282 y_65952
id_2484 x_34266 y_41722
id_2485 x_81246 y_33104
id_2486 x_79032 y_93337
id_2487 x_60153 y_52897
id_2488 x_46721 y_84603
id_2489 x_72570 y_64680
id_2490 x_54073 y_70370
id_2491 x_44515 y_85980
id_2492 x_11124 y_43854
id_2493 x_64998 y_63329
id_2494 x_64632 y_42076
id_2495 x_92833 y_12087
id_2496 x_65231 y_72914
id_2497 x_83520 y_22441
id_2498 x_67022 y_99579
id_2499 x_27381 y_51785
id_2500 x_40303 y_25427
id_2501 x_88666 y_19896
id_2502 x_28212 y_32279
id_2503 x_62025 y_72623
id_2504 x_6317 y_38824
id_2505 x_17511 y_82268
id_2506 x_10488 y_62143
id_2507 x_88193 y_8383
id_2508 x_82903 y_85051
id_2509 x_65500 y_51415
id_2510 x_48606 y_54711
id_2511 x_6561 y_93431
id_2512 x_75774 y_63822
id_2513 x_25116 y_35117
id_2514 x_91697 y_94713
id_2515 x_32956 y_6295
id_2516 x_23426 y_38811
id_2517 x_22406 y_48391
id_2518 x_7190 y_39168
id_2519 x_32010 y_41628
id_2520 x_63847 y_42154
id_2521 x_17380 y_77124
id_2522 x_69019 y_85889
id_2523 x_57059 y_54676
id_2524 x_56035 y_97658
id_2525 x_59300 y_20672
id_2526 x_77374 y_20250
id_2527 x_99821 y_47412
id_2528 x_16059 y_38109
id_2529 x_12869 y_95056
id_2530 x_82273 y_28127
id_2531 x_78358 y_90460
id_2532 x_52452 y_17073
id_2533 x_96350 y_3404
id_2534 x_8213 y_87902
id_2535 x_16846 y_99962
id_2536 x_10684 y_40563
id_2537 x_97608 y_5276
id_2538 x_2163 y_79409
id_2539 x_95654 y_13517
id_2540 x_61497 y_68993
id_2541 x_59114 y_41511
id_2542 x_52175 y_72723
id_2543 x_75268 y_34351
id_2544 x_92852 y_64780
id_2545 x_47910 y_96234
id_2546 x_48864 y_84682
id_2547 x_22555 y_37829
id_2548 x_90268 y_86003
id_2549 x_51562 y_2682
id_2550 x_87041 y_16030
id_2551 x_92904 y_59485
id_2552 x_15303 y_51499
id_2553 x_66101 y_24458
id_2554 x_29744 y_7066
id_2555 x_46733 y_8680
id_2556 x_16961 y_27796
id_2557 x_66994 y_68883
id_2558 x_81950 y_74704
id_2559 x_3911 y_77048
id_2560 x_35773 y_13267
id_2561 x_79128 y_14073
id_2562 x_46225 y_18820
id_2563 x_64572 y_35864
id_2564 x_85331 y_19895
id_2565 x_86849 y_56377
id_2566 x_57579 y_10786
id_2567 x_49877 y_41468
id_2568 x_21031 y_78047
id_2569 x_50061 y_9832
id_2570 x_19791 y_2078
id_2571 x_41204 y_92903
id_2572 x_30796 y_14641
id_2573 x_17398 y_14260
id_2574 x_90472 y_15848
id_2575 x_21304 y_10891
id_2576 x_7546 y_80093
id_2577 x_52489 y_33658
id_2578 x_87130 y_9352
id_2579 x_45935 y_32291
id_2580 x_88175 y_24451
id_2581 x_14334 y_51518
id_2582 x_11501 y_20126
id_2583 x_99478 y_39186
id_2584 x_68804 y_48086
id_2585 x_57799 y_94712
id_2586 x_14419 y_33797
id_2587 x_13067 y_66739
id_2588 x_31075 y_77340
id_2589 x_45252 y_42596
id_2590 x_48475 y_36421
id_2591 x_48737 y_58946
id_2592 x_39256 y_40535
id_2593 x_85353 y_2963
id_2594 x_80752 y_39244
id_2595 x_78107 y_66449
id_2596 x_92913 y_44701
id_2597 x_40016 y_61483
id_2598 x_62883 y_88763
id_2599 x_9123 y_5521
id_2600 x_44919 y_78451
id_2601 x_65552 y_36287
id_2602 x_80705 y_99997
id_2603 x_39363 y_22397
id_2604 x_19578 y_91362
id_2605 x_79020 y_94312
id_2606 x_30782 y_75840
id_2607 x_39429 y_32057
id_2608 x_90603 y_25277
id_2609 x_65790 y_11072
id_2610 x_96044 y_399
id_2611 x_94938 y_25633
id_2612 x_3740 y_97902
id_2613 x_69340 y_80475
id_2614 x_17828 y_19199
id_2615 x_60630 y_65555
id_2616 x_53790 y_64094
id_2617 x_29301 y_6343
id_2618 x_86572 y_44158
id_2619 x_5107 y_12596
id_2620 x_50793 y_5235
id_2621 x_58770 y_32259
id_2622 x_98437 y_46205
id_2623 x_49716 y_53944
id_2624 x_35150 y_22079
id_2625 x_76895 y_91402
id_2626 x_50116 y_23446
id_2627 x_30096 y_26447
id_2628 x_26441 y_31457
id_2629 x_37761 y_82990
id_2630 x_69099 y_57767
id_2631 x_33904 y_54170
id_2632 x_15698 y_92243
id_2633 x_21585 y_6984
id_2634 x_1660 y_97754
id_2635 x_93235 y_44411
id_2636 x_35924 y_10962
id_2637 x_79237 y_13697
id_2638 x_5828 y_30834
id_2639 x_35248 y_11301
id_2640 x_70587 y_2428
id_2641 x_46105 y_49928
id_2642 x_21612 y_32522
id_2643 x_19518 y_21146
id_2644 x_84889 y_5820
id_2645 x_66313 y_8291
id_2646 x_15747 y_5656
id_2647 x_15634 y_78646
id_2648 x_89550 y_81564
id_2649 x_93318 y_11359
id_2650 x_23214 y_47532
id_2651 x_99543 y_98118
id_2652 x_71893 y_39426
id_2653 x_57894 y_87263
id_2654 x_32822 y_7803
id_2655 x_72173 y_28892
id_2656 x_53976 y_73205
id_2657 x_19517 y_18400
id_2658 x_89093 y_25060
id_2659 x_28845 y_28991
id_2660 x_62555 y_2409
id_2661 x_42174 y_69885
id_2662 x_7735 y_54958
id_2663 x_32979 y_6256
id_2664 x_20630 y_46317
id_2665 x_60609 y_29380
id_2666 x_26955 y_27804
id_2667 x_72627 y_71044
id_2668 x_95344 y_80807
id_2669 x_28017 y_14947
id_2670 x_41891 y_98474
id_2671 x_3337 y_69651
id_2672 x_62010 y_53343
id_2673 x_61203 y_32573
id_2674 x_94414 y_76570
id_2675 x_5867 y_92589
id_2676 x_69008 y_56514
id_2677 x_24233 y_89989
id_2678 x_15575 y_49693
id_2679 x_12265 y_76868
id_2680 x_13350 y_85522
id_2681 x_16573 y_98446
id_2682 x_42964 y_37728
id_2683 x_78830 y_46415
id_2684 x_61647 y_29985
id_2685 x_56748 y_19064
id_2686 x_60241 y_41035
id_2687 x_9468 y_59777
id_2688 x_76262 y_75485
id_2689 x_77526 y_35423
id_2690 x_31099 y_70430
id_2691 x_57962 y_59244
id_2692 x_31420 y_15210
id_2693 x_73655 y_59007
id_2694 x_24949 y_71850
id_2695 x_62673 y_40538
id_2696 x_29012 y_97112
id_2697 x_68150 y_99167
id_2698 x_56559 y_83596
id_2699 x_92177 y_87202
id_2700 x_48900 y_56955
id_2701 x_88167 y_54226
id_2702 x_86940 y_89035
id_2703 x_5369 y_38834
id_2704 x_93447 y_12649
id_2705 x_66459 y_5375
id_2706 x_57729 y_52666
id_2707 x_54538 y_87307
id_2708 x_11068 y_20264
id_2709 x_9449 y_20002
id_2710 x_56346 y_52420
id_2711 x_84928 y_20112
id_2712 x_8554 y_17101
id_2713 x_97922 y_96087
id_2714 x_34174 y_46115
id_2715 x_9320 y_54971
id_2716 x_86939 y_2233
id_2717 x_11354 y_4313
id_2718 x_25050 y_34917
id_2719 x_61116 y_34848
id_2720 x_60667 y_29883
id_2721 x_91896 y_9520
id_2722 x_36313 y_11738
id_2723 x_54475 y_77519
id_2724 x_44842 y_16045
id_2725 x_89034 y_78166
id_2726 x_9682 y_7432
id_2727 x_4998 y_98820
id_2728 x_20307 y_83738
id_2729 x_50929 y_3405
id_2730 x_74237 y_72696
id_2731 x_89478 y_53726
id_2732 x_11333 y_97272
id_2733 x_53457 y_4449
id_2734 x_38754 y_58553
id_2735 x_48238 y_64403
id_2736 x_35671 y_60927
id_2737 x_82974 y_81845
id_2738 x_95668 y_83329
id_2739 x_58568 y_29363
id_2740 x_11747 y_82440
id_2741 x_13804 y_35297
id_2742 x_33937 y_98988
id_2743 x_32778 y_32875
id_2744 x_32751 y_26672
id_2745 x_46483 y_75696
id_2746 x_83052 y_94737
id_2747 x_19379 y_98764
id_2748 x_42395 y_9866
id_2749 x_97761 y_87974
id_2750 x_35482 y_782
id_2751 x_10918 y_57741
id_2752 x_72105 y_9876
id_2753 x_58389 y_26448
id_2754 x_19802 y_80125
id_2755 x_86964 y_22408
id_2756 x_24404 y_92755
id_2757 x_59698 y_49269
id_2758 x_21778 y_21296
id_2759 x_45784 y_89072
id_2760 x_12263 y_81105
id_2761 x_14988 y_23638
id_2762 x_75674 y_69911
id_2763 x_3203 y_10515
id_2764 x_89185 y_14565
id_2765 x_26747 y_58413
id_2766 x_73047 y_61944
id_2767 x_62181 y_8859
id_2768 x_29771 y_77835
id_2769 x_75707 y_45766
id_2770 x_61288 y_46604
id_2771 x_81609 y_22660
id_2772 x_45559 y_96634
id_2773 x_32761 y_18505
id_2774 x_29190 y_11709
id_2775 x_97847 y_7384
id_2776 x_45879 y_26962
id_2777 x_59756 y_54733
id_2778 x_1790 y_49447
id_2779 x_77520 y_33396
id_2780 x_78509 y_88081
id_2781 x_90168 y_86455
id_2782 x_91766 y_25413
id_2783 x_5085 y_50605
id_2784 x_9874 y_14584
id_2785 x_5686 y_93794
id_2786 x_79648 y_38820
id_2787 x_33683 y_13905
id_2788 x_29582 y_27962
id_2789 x_49716 y_91448
id_2790 x_20109 y_86759
id_2791 x_52799 y_88559
id_2792 x_89041 y_53043
id_2793 x_43820 y_39027
id_2794 x_96599 y_70418
id_2795 x_51232 y_79653
id_2796 x_8928 y_29702
id_2797 x_98108 y_31918
id_2798 x_71595 y_6135
id_2799 x_78910 y_54777
id_2800 x_15281 y_95235
id_2801 x_31591 y_54312
id_2802 x_4727 y_29186
id_2803 x_36048 y_54063
id_2804 x_88976 y_37781
id_2805 x_43526 y_1038
id_2806 x_36042 y_3189
id_2807 x_43170 y_6720
id_2808 x_38354 y_46186
id_2809 x_1754 y_99837
id_2810 x_56688 y_73025
id_2811 x_70518 y_98213
id_2812 x_29760 y_6699
id_2813 x_39051 y_90729
id_2814 x_14255 y_24161
id_2815 x_30357 y_57223
id_2816 x_35774 y_21893
id_2817 x_73508 y_44105
id_2818 x_25073 y_36262
id_2819 x_60684 y_56532
id_2820 x_85876 y_52196
id_2821 x_93964 y_24181
id_2822 x_90705 y_43991
id_2823 x_53875 y_46962
id_2824 x_29339 y_5429
id_2825 x_76488 y_29470
id_2826 x_40912 y_42884
id_2827 x_8773 y_68530
id_2828 x_45086 y_24740
id_2829 x_22949 y_66892
id_2830 x_50360 y_3184
id_2831 x_9731 y_7934
id_2832 x_58303 y_50317
id_2833 x_37665 y_41182
id_2834 x_1319 y_79540
id_2835 x_61134 y_96532
id_2836 x_48557 y_55286
id_2837 x_83176 y_66222
id_2838 x_89645 y_29443
id_2839 x_30909 y_67948
id_2840 x_59188 y_81167
id_2841 x_81124 y_29948
id_2842 x_96277 y_78308
id_2843 x_81547 y_19433
id_2844 x_42748 y_23294
id_2845 x_49285 y_69462
id_2846 x_71549 y_94072
id_2847 x_92137 y_46143
id_2848 x_2240 y_41579
id_2849 x_90744 y_38007
id_2850 x_4560 y_59227
id_2851 x_99943 y_42462
id_2852 x_12933 y_97016
id_2853 x_76250 y_70420
id_2854 x_74873 y_53140
id_2855 x_15036 y_89508
id_2856 x_34518 y_39314
id_2857 x_85754 y_78729
id_2858 x_8810 y_82594
id_2859 x_86491 y_72973
id_2860 x_48361 y_96048
id_2861 x_143 y_34519
id_2862 x_87613 y_23407
id_2863 x_23670 y_428
id_2864 x_79633 y_38725
id_2865 x_59198 y_19715
id_2866 x_79731 y_61032
id_2867 x_1101 y_12239
id_2868 x_89066 y_26146
id_2869 x_26781 y_52417
id_2870 x_94492 y_43030
id_2871 x_480 y_5237
id_2872 x_44121 y_50462
id_2873 x_29273 y_19431
id_2874 x_79447 y_81311
id_2875 x_68295 y_13271
id_2876 x_4310 y_36312
id_2877 x_58271 y_72137
id_2878 x_8624 y_67015
id_2879 x_92608 y_13799
id_2880 x_80460 y_68434
id_2881 x_53571 y_67337
id_2882 x_33985 y_85951
id_2883 x_27485 y_54649
id_2884 x_52669 y_48140
id_2885 x_7439 y_59715
id_2886 x_97325 y_47453
id_2887 x_18618 y_20091
id_2888 x_56725 y_4044
id_2889 x_56201 y_77554
id_2890 x_24906 y_64578
id_2891 x_8631 y_80367
id_2892 x_73759 y_7433
id_2893 x_50151 y_38361
id_2894 x_52063 y_48505
id_2895 x_25601 y_93808
id_2896 x_82885 y_67681
id_2897 x_17810 y_86023
id_2898 x_50075 y_5051
id_2899 x_83298 y_55696
id_2900 x_61605 y_8079
id_2901 x_65532 y_56143
id_2902 x_52546 y_46171
id_2903 x_46672 y_12987
id_2904 x_43741 y_47489
id_2905 x_78493 y_1202
id_2906 x_3570 y_54355
id_2907 x_41094 y_89064
id_2908 x_69650 y_38201
id_2909 x_14062 y_32177
id_2910 x_74952 y_62803
id_2911 x_8864 y_87637
id_2912 x_88506 y_35392
id_2913 x_3585 y_58263
id_2914 x_24733 y_39257
id_2915 x_41511 y_69946
id_2916 x_97399 y_98567
id_2917 x_3577 y_31337
id_2918 x_94304 y_86406
id_2919 x_41399 y_24397
id_2920 x_27021 y_50388
id_2921 x_62360 y_26809
id_2922 x_66362 y_96729
id_2923 x_91143 y_72779
id_2924 x_8712 y_43265
id_2925 x_93148 y_17485
id_2926 x_30979 y_24686
id_2927 x_34367 y_82200
id_2928 x_82617 y_9110
id_2929 x_69602 y_22111
id_2930 x_32044 y_64136
id_2931 x_96307 y_76880
id_2932 x_31734 y_92646
id_2933 x_84863 y_35206
id_2934 x_91359 y_43875
id_2935 x_97781 y_68952
id_2936 x_51611 y_93650
id_2937 x_40084 y_69855
id_2938 x_32627 y_79192
id_2939 x_41044 y_52392
id_2940 x_90461 y_68535
id_2941 x_53485 y_70072
id_2942 x_52629 y_42319
id_2943 x_71030 y_29239
id_2944 x_19454 y_66651
id_2945 x_5923 y_74408
id_2946 x_11832 y_39680
id_2947 x_40519 y_62236
id_2948 x_17959 y_1701
id_2949 x_64018 y_37409
id_2950 x_41705 y_8826
id_2951 x_32720 y_73033
id_2952 x_83504 y_83663
id_2953 x_46835 y_40596
id_2954 x_91009 y_72935
id_2955 x_19808 y_30088
id_2956 x_1207 y_61600
id_2957 x_27146 y_49586
id_2958 x_58314 y_15789
id_2959 x_60909 y_95424
id_2960 x_32455 y_52766
id_2961 x_83279 y_99003
id_2962 x_83031 y_65097
id_2963 x_68073 y_24360
id_2964 x_7595 y_58376
id_2965 x_42577 y_11823
id_2966 x_92203 y_97069
id_2967 x_93727 y_37370
id_2968 x_32395 y_91456
id_2969 x_82486 y_84782
id_2970 x_25330 y_127
id_2971 x_18136 y_8210
id_2972 x_43054 y_67135
id_2973 x_80268 y_96505
id_2974 x_84499 y_60642
id_2975 x_40392 y_37450
id_2976 x_69511 y_30801
id_2977 x_27387 y_19979
id_2978 x_82071 y_58590
id_2979 x_1431 y_5554
id_2980 x_91833 y_24479
id_2981 x_49547 y_46022
id_2982 x_83205 y_86017
id_2983 x_92613 y_24645
id_2984 x_99434 y_16857
id_2985 x_98428 y_49381
id_2986 x_65472 y_26203
id_2987 x_28360 y_33104
id_2988 x_87908 y_47310
id_2989 x_6120 y_54114
id_2990 x_42834 y_56415
id_2991 x_86387 y_2131
id_2992 x_53221 y_59356
id_2993 x_18271 y_79871
id_2994 x_26254 y_62146
id_2995 x_44029 y_48419
id_2996 x_68042 y_23895
id_2997 x_46974 y_75744
id_2998 x_18189 y_75717
id_2999 x_64183 y_72083
id_3000 x_49981 y_77654
id_3001 x_9393 y_73303
id_3002 x_63250 y_77146
id_3003 x_9382 y_63968
id_3004 x_56478 y_27202
id_3005 x_43166 y_15475
id_3006 x_2281 y_20173
id_3007 x_87517 y_51502
id_3008 x_66142 y_93947
id_3009 x_14572 y_42892
id_3010 x_2132 y_71319
id_3011 x_57720 y_77211
id_3012 x_31274 y_495
id_3013 x_60507 y_44368
id_3014 x_58384 y_74885
id_3015 x_49924 y_29052
id_3016 x_11358 y_23755
id_3017 x_30263 y_3120
id_3018 x_93297 y_81778
id_3019 x_76616 y_66697
id_3020 x_22282 y_65202
id_3021 x_18133 y_95399
id_3022 x_96241 y_5045
id_3023 x_40308 y_12915
id_3024 x_61051 y_13665
id_3025 x_2867 y_23155
id_3026 x_78885 y_90016
id_3027 x_65217 y_4179
id_3028 x_90763 y_1045
id_3029 x_34970 y_87382
id_3030 x_42398 y_11946
id_3031 x_6699 y_19662
id_3032 x_95606 y_76349
id_3033 x_37889 y_33789
id_3034 x_78939 y_39040
id_3035 x_16934 y_32736
id_3036 x_40649 y_48432
id_3037 x_14081 y_27421
id_3038 x_54689 y_23757
id_3039 x_70383 y_54138
id_3040 x_96192 y_72837
id_3041 x_71987 y_37893
id_3042 x_46705 y_10283
id_3043 x_77531 y_60922
id_3044 x_11435 y_83121
id_3045 x_14921 y_41861
id_3046 x_30852 y_71063
id_3047 x_40438 y_30362
id_3048 x_47236 y_92065
id_3049 x_57910 y_74379
id_3050 x_43076 y_10278
id_3051 x_28599 y_22922
id_3052 x_2724 y_13147
id_3053 x_63463 y_85772
id_3054 x_61296 y_97169
id_3055 x_78650 y_83449
id_3056 x_95530 y_77683
id_3057 x_12331 y_85687
id_3058 x_80170 y_17090
id_3059 x_46417 y_54729
id_3060 x_80405 y_48013
id_3061 x_50227 y_80935
id_3062 x_76002 y_53175
